1200,4 \div . 1
1201,. z x x
1202,\updownarrow - z 1
1203,1 7 \leftrightarrow \leftrightarrow
1204,. + \updownarrow -
1205,0 \div y 5
1206,z 7 . 0
1207,5 7 0 \leftrightarrow
1208,2 \rightarrow \times 6
1209,\leftarrow 9 \downarrow 9
1210,z 3 8 z
1211,z . 9 \leftarrow
1212,\uparrow 2 \times 5
1213,y \rightarrow 5 3
1214,\downarrow 2 z .
1215,\div 6 + \leftarrow
1216,5 7 0 \leftarrow
1217,z \uparrow \updownarrow 4
1218,\rightarrow y 4 \updownarrow
1219,z 0 \leftarrow x
1220,0 \downarrow \times \rightarrow
1221,\rightarrow \updownarrow - 6
1222,\leftarrow 0 8 \rightarrow
1223,6 1 \uparrow -
1224,- \uparrow . \rightarrow
1225,6 0 1 \updownarrow
1226,- \uparrow \rightarrow +
1227,\rightarrow 2 7 \rightarrow
1228,+ 7 0 8
1229,4 9 z \uparrow
1230,y x + z
1231,5 7 \updownarrow -
1232,\uparrow z 2 z
1233,2 7 \leftrightarrow \leftrightarrow
1234,5 \times + \downarrow
1235,2 5 4 \leftarrow
1236,6 \downarrow 3 \rightarrow
1237,5 7 7 7
1238,. 1 x 7
1239,\rightarrow y . 5
1240,x 5 y \leftrightarrow
1241,6 8 y 9
1242,x x \updownarrow \leftrightarrow
1243,- 7 \updownarrow 4
1244,\downarrow 7 3 -
1245,+ \updownarrow 8 .
1246,z 0 9 7
1247,\leftarrow \leftarrow \updownarrow x
1248,+ \leftarrow - 5
1249,\times \updownarrow 5 z
1250,. 9 \times +
1251,9 \times \leftrightarrow -
1252,\leftrightarrow \div + \updownarrow
1253,0 + 8 0
1254,5 \rightarrow \rightarrow \updownarrow
1255,7 6 . 7
1256,4 1 \leftrightarrow z
1257,. 9 \leftarrow y
1258,x \updownarrow \uparrow 0
1259,\div . . \updownarrow
1260,2 2 5 y
1261,0 3 \div y
1262,- . 9 \rightarrow
1263,y x 2 1
1264,8 \leftrightarrow 1 z
1265,z - \rightarrow \leftrightarrow
1266,7 - 8 5
1267,- \div 6 \leftrightarrow
1268,6 8 0 \downarrow
1269,. \leftarrow \div z
1270,- \div 2 \leftarrow
1271,5 \leftarrow + 6
1272,. \times y \times
1273,y \downarrow \div z
1274,\uparrow y 1 y
1275,\leftarrow 0 \div \uparrow
1276,\div \div z .
1277,7 \uparrow 0 x
1278,8 6 2 -
1279,\uparrow 1 3 4
1280,6 \times + \leftarrow
1281,\leftarrow \times \rightarrow y
1282,x 6 z 9
1283,. . + \div
1284,. \rightarrow + \uparrow
1285,\leftrightarrow 4 \updownarrow \rightarrow
1286,9 \leftrightarrow \leftrightarrow z
1287,\rightarrow 2 2 \times
1288,\updownarrow 0 y +
1289,\rightarrow 4 \uparrow z
1290,1 - 3 \times
1291,- \uparrow \leftrightarrow +
1292,5 \leftrightarrow 9 \times
1293,\rightarrow 2 \downarrow y
1294,\times 2 \updownarrow 2
1295,z \uparrow 2 \downarrow
1296,\downarrow - 0 x
1297,\uparrow 4 6 4
1298,8 \uparrow - x
1299,4 0 6 0
1300,0 \div 7 5
1301,- y \downarrow \times
1302,\times + 4 \leftarrow
1303,y 1 6 5
1304,\uparrow - 4 7
1305,2 6 2 3
1306,\times \downarrow \updownarrow \leftrightarrow
1307,x \div z 3
1308,\leftarrow \leftrightarrow z z
1309,3 \leftrightarrow y z
1310,7 8 9 +
1311,\div y \leftarrow 2
1312,\updownarrow 7 \div -
1313,\leftrightarrow \leftrightarrow y 1
1314,\div + 7 \times
1315,1 \leftrightarrow 1 3
1316,x \uparrow \leftrightarrow \times
1317,0 6 6 9
1318,7 3 2 7
1319,9 \downarrow y \leftarrow
1320,6 \uparrow 1 5
1321,\downarrow \times 9 \leftarrow
1322,\leftrightarrow \div \leftrightarrow y
1323,\leftrightarrow \uparrow \downarrow y
1324,\uparrow 3 \rightarrow -
1325,\rightarrow \leftrightarrow + \leftrightarrow
1326,8 \rightarrow z x
1327,5 1 y 8
1328,\leftrightarrow \rightarrow \updownarrow \rightarrow
1329,\updownarrow \leftrightarrow 4 \rightarrow
1330,y \uparrow . 9
1331,\uparrow \leftarrow 2 \updownarrow
1332,9 6 \leftarrow y
1333,+ 7 . 1
1334,9 3 - 4
1335,x \div \updownarrow -
1336,\rightarrow \downarrow 5 \downarrow
1337,4 \times \downarrow \leftrightarrow
1338,\uparrow y y 2
1339,\div \leftarrow \rightarrow 4
1340,5 9 \leftarrow \times
1341,\div 6 \times 7
1342,\rightarrow z + \downarrow
1343,x \div 4 7
1344,\downarrow \times \leftrightarrow .
1345,\times 5 2 4
1346,5 7 6 5
1347,0 - \leftarrow .
1348,4 \times 2 \rightarrow
1349,0 5 0 y
1350,\leftarrow \rightarrow 1 +
1351,1 \leftrightarrow 0 \leftrightarrow
1352,4 - 3 \updownarrow
1353,\times \rightarrow \leftrightarrow z
1354,\updownarrow y 2 \div
1355,+ \rightarrow \updownarrow 4
1356,8 - + 7
1357,3 1 1 0
1358,\leftarrow \times x \updownarrow
1359,\times 5 \updownarrow x
1360,3 6 \downarrow \times
1361,+ - y y
1362,7 5 6 \leftrightarrow
1363,\times 7 \downarrow 0
1364,7 - 1 -
1365,9 . 7 .
1366,0 \div \leftrightarrow 8
1367,\leftarrow 5 \downarrow 1
1368,\uparrow \div 4 .
1369,\leftrightarrow 7 2 7
1370,7 z \downarrow 0
1371,- \leftrightarrow . \downarrow
1372,\times 4 5 y
1373,4 \uparrow z \leftarrow
1374,9 . 6 0
1375,3 y . 0
1376,- 8 \rightarrow \updownarrow
1377,4 5 \leftarrow 6
1378,\uparrow \leftrightarrow z y
1379,- \leftrightarrow \updownarrow 1
1380,\updownarrow z . +
1381,8 z \uparrow 6
1382,4 6 \downarrow 6
1383,\times \leftarrow 0 5
1384,3 + \div 4
1385,5 \leftarrow \updownarrow y
1386,z \leftrightarrow 0 \leftarrow
1387,7 \downarrow \times +
1388,1 7 0 y
1389,z \uparrow \leftarrow \uparrow
1390,\div \rightarrow \div x
1391,\times . 0 +
1392,4 6 3 -
1393,. \downarrow \times 9
1394,5 . 3 z
1395,5 \uparrow 3 .
1396,5 0 6 x
1397,y 2 + 1
1398,\div x z .
1399,z \rightarrow \uparrow -
1400,2 1 5 3
1401,\downarrow \times 2 \updownarrow
1402,z 8 . 6
1403,5 \leftrightarrow \div .
1404,+ + \rightarrow \downarrow
1405,9 \leftarrow - 0
1406,\downarrow 5 . -
1407,4 9 6 \updownarrow
1408,3 x 8 5
1409,\updownarrow \times 6 \uparrow
1410,\times \uparrow \div .
1411,- - \leftrightarrow x
1412,\div . 5 \updownarrow
1413,\rightarrow 5 z \times
1414,3 0 \leftrightarrow 5
1415,x 5 \leftarrow \div
1416,\uparrow 6 0 x
1417,\div y \leftarrow 9
1418,7 \downarrow x y
1419,\rightarrow x - 6
1420,0 z 0 1
1421,4 + 1 5
1422,- \div \updownarrow \updownarrow
1423,\uparrow 2 + 9
1424,3 5 2 0
1425,2 \div 9 0
1426,6 y \leftrightarrow 8
1427,5 4 6 y
1428,y 5 . 7
1429,\times \rightarrow z 9
1430,\updownarrow 7 + \leftarrow
1431,. - y \leftarrow
1432,z 4 2 4
1433,z \updownarrow 4 .
1434,- \leftrightarrow - .
1435,. 9 5 \rightarrow
1436,\div 2 2 y
1437,x 7 3 3
1438,1 \updownarrow \updownarrow \leftrightarrow
1439,\times 6 9 \uparrow
1440,\uparrow \times \downarrow 9
1441,. - \leftarrow 5
1442,+ 6 3 -
1443,x . 8 7
1444,- y \div \downarrow
1445,\rightarrow 3 \times -
1446,y 7 \updownarrow 2
1447,2 2 \uparrow 5
1448,0 \leftarrow + y
1449,2 8 x 1
1450,\updownarrow \leftrightarrow \downarrow \times
1451,6 \uparrow 6 \leftarrow
1452,y \rightarrow + 1
1453,6 + 0 \uparrow
1454,\leftrightarrow 4 2 0
1455,3 \leftarrow 3 2
1456,4 \rightarrow \leftrightarrow 1
1457,+ . 5 \uparrow
1458,x 8 \times 6
1459,- \leftrightarrow 9 x
1460,z 9 0 5
1461,5 0 2 z
1462,2 \downarrow z 7
1463,y 5 4 3
1464,0 3 2 \uparrow
1465,6 3 \uparrow 1
1466,\leftrightarrow \downarrow z 6
1467,\leftarrow 3 z \leftarrow
1468,z \updownarrow 3 \div
1469,5 1 7 -
1470,3 0 1 \times
1471,\uparrow 9 9 z
1472,- y - +
1473,\leftarrow \leftarrow z 7
1474,1 \downarrow 9 4
1475,\updownarrow 0 3 \times
1476,7 \times \div 7
1477,3 7 1 -
1478,9 8 z 6
1479,8 - \uparrow \leftarrow
1480,8 9 0 z
1481,7 y \leftrightarrow \downarrow
1482,\rightarrow \updownarrow \updownarrow 1
1483,\times 2 \leftrightarrow 2
1484,\times x z y
1485,\times \div 2 \leftrightarrow
1486,0 5 x 1
1487,0 6 3 9
1488,- \downarrow 9 \times
1489,2 2 \rightarrow 3
1490,6 5 . -
1491,2 \div 0 6
1492,x \uparrow z 7
1493,0 \leftrightarrow 0 \uparrow
1494,0 \leftarrow 5 \leftarrow
1495,+ x + 8
1496,\rightarrow \updownarrow 9 -
1497,\leftarrow 4 \div z
1498,3 3 \updownarrow 7
1499,0 \downarrow 1 \uparrow
1500,6 + 4 x
1501,\updownarrow \uparrow 1 y
1502,2 0 0 z
1503,5 z 0 z
1504,3 0 y 9
1505,\rightarrow 1 . 3
1506,\rightarrow 1 \uparrow 5
1507,\downarrow x \leftarrow \times
1508,\uparrow \times 1 \uparrow
1509,3 z - \div
1510,\leftrightarrow - 0 \downarrow
1511,6 2 \uparrow 2
1512,\leftrightarrow z \uparrow \downarrow
1513,2 1 . +
1514,7 x - \div
1515,\leftrightarrow 7 6 +
1516,x x + 7
1517,2 x . z
1518,\downarrow - \rightarrow 8
1519,\times 3 x \times
1520,\div \uparrow 0 -
1521,+ \times x 3
1522,8 \updownarrow \leftrightarrow x
1523,8 . 4 1
1524,\uparrow x 0 \downarrow -
1525,y 2 4 2 1
1526,5 1 x \div \div
1527,0 \updownarrow \leftarrow \times .
1528,- \updownarrow 1 1 \div
1529,2 4 6 \uparrow .
1530,\leftarrow 2 z 1 +
1531,3 2 \div 7 -
1532,7 \div \rightarrow 4 .
1533,2 \leftarrow - \times 4
1534,\rightarrow \uparrow + 3 z
1535,\leftarrow \times \uparrow y 5
1536,6 \leftarrow 7 z +
1537,1 5 \times \rightarrow 2
1538,1 8 \div 3 \downarrow
1539,x 8 + z 4
1540,\times \leftarrow \leftrightarrow - 1
1541,z 2 z 2 \downarrow
1542,4 5 4 . 9
1543,8 \leftarrow \rightarrow 6 \uparrow
1544,\updownarrow y y \updownarrow 3
1545,\leftarrow \downarrow + \rightarrow \downarrow
1546,\updownarrow \leftarrow z \div +
1547,\updownarrow x 8 9 \leftarrow
1548,z \div \div z \leftrightarrow
1549,6 x 4 \times 8
1550,8 8 - 3 1
1551,9 0 5 1 \rightarrow
1552,2 \times 7 6 -
1553,5 9 4 \rightarrow \leftarrow
1554,5 + x 1 \div
1555,9 x \downarrow 9 5
1556,\downarrow \updownarrow \div x 1
1557,\leftrightarrow 0 0 \times 9
1558,0 \updownarrow 8 8 \leftrightarrow
1559,\uparrow \leftarrow 4 \leftrightarrow 2
1560,\downarrow . 4 5 .
1561,\updownarrow 3 \uparrow z 1
1562,. 8 1 7 +
1563,\rightarrow x \times 9 7
1564,y 0 3 6 x
1565,4 y \downarrow 2 \uparrow
1566,1 - + 0 2
1567,x 1 y \leftarrow \leftrightarrow
1568,\leftarrow 5 2 + 6
1569,+ + \div \div -
1570,5 9 . x \rightarrow
1571,\rightarrow \div 2 3 \uparrow
1572,7 \times 2 \leftarrow \div
1573,0 - \leftrightarrow 2 4
1574,x \downarrow \updownarrow 7 \downarrow
1575,4 \times 1 9 y
1576,3 9 5 + z
1577,\leftarrow \updownarrow y y \downarrow
1578,+ \uparrow 3 z \div
1579,0 \uparrow 7 0 z
1580,- - \rightarrow 1 \updownarrow
1581,. \div \div \leftrightarrow 8
1582,\leftarrow \rightarrow \downarrow \uparrow 0
1583,7 6 - \updownarrow 5
1584,- \leftarrow - 2 7
1585,1 \rightarrow 6 x 6
1586,9 6 6 \leftarrow \leftarrow
1587,\leftarrow - y y +
1588,1 \leftarrow \rightarrow \rightarrow \downarrow
1589,0 \downarrow + 7 1
1590,- \rightarrow 5 3 \div
1591,. z 3 \times 0
1592,2 \rightarrow 9 8 \downarrow
1593,4 7 \updownarrow 1 7
1594,\leftrightarrow \downarrow \uparrow \updownarrow 6
1595,\downarrow 2 \div 2 8
1596,8 1 1 7 \div
1597,8 \rightarrow \div \times +
1598,9 1 8 \updownarrow x
1599,z \div + 1 \div
1600,+ \leftarrow \updownarrow \div z
1601,+ 8 4 x 4
1602,2 \leftrightarrow . 4 y
1603,\downarrow 6 x \uparrow z
1604,\updownarrow \updownarrow + \leftrightarrow 3
1605,5 9 6 \times \uparrow
1606,\times . 7 6 \times
1607,6 \updownarrow x 4 \downarrow
1608,\downarrow 1 . x 8
1609,\rightarrow 5 \leftarrow 6 \div
1610,1 \downarrow 0 \downarrow 1
1611,1 0 \leftarrow \updownarrow \rightarrow
1612,0 6 y 6 +
1613,3 5 9 - 1
1614,- \downarrow \rightarrow z 6
1615,\updownarrow \rightarrow y 3 4
1616,6 + . + 1
1617,5 8 \downarrow \rightarrow 7
1618,2 5 \div \times 3
1619,8 z \leftrightarrow x 3
1620,\div 8 9 \leftrightarrow .
1621,\leftrightarrow \leftarrow \uparrow \div \rightarrow
1622,\uparrow y 8 x \leftarrow
1623,2 3 7 3 z
1624,y y y \div 5
1625,\downarrow 3 9 2 \leftrightarrow
1626,1 7 9 1 4
1627,2 \uparrow . . x
1628,y \times 2 x 7
1629,4 \downarrow . \leftarrow 0
1630,9 \leftrightarrow - \leftrightarrow 4
1631,\uparrow + 8 9 +
1632,0 + \times \div .
1633,\times 8 4 y 9
1634,\times \leftrightarrow \leftrightarrow 8 8
1635,y . \uparrow 1 9
1636,9 2 8 6 6
1637,7 \times z 2 1
1638,6 4 y 9 .
1639,\rightarrow y \leftarrow 1 y
1640,y \rightarrow - \downarrow \div
1641,0 1 z 9 -
1642,5 \updownarrow 3 5 9
1643,y \leftarrow \leftrightarrow 9 \leftarrow
1644,\leftrightarrow 8 2 7 5
1645,0 \uparrow \uparrow 2 \div
1646,4 \leftarrow x 4 9
1647,\downarrow 2 \downarrow 4 \times
1648,\times 5 - \leftrightarrow 4
1649,9 \updownarrow 4 - 8
1650,z x 5 \leftrightarrow 7
1651,+ \times \div x 0
1652,2 \uparrow + \leftarrow 0
1653,6 \downarrow 1 \leftarrow \downarrow
1654,8 \leftrightarrow . 2 \times
1655,0 \div 2 1 z
1656,6 \leftrightarrow y 2 \rightarrow
1657,\leftarrow 2 x 5 +
1658,\updownarrow + 1 3 3
1659,z \leftarrow 2 9 \leftarrow
1660,2 6 3 \rightarrow 1
1661,5 5 3 \uparrow y
1662,8 - y y z
1663,2 \leftrightarrow - \leftarrow \leftarrow
1664,7 - 0 8 .
1665,4 6 \leftrightarrow . .
1666,\leftarrow 9 \times \div 0
1667,\leftrightarrow + \times x 0
1668,2 \leftrightarrow x \leftrightarrow 1
1669,y 5 \downarrow 8 \leftrightarrow
1670,4 3 y + 1
1671,6 9 \div 1 \times
1672,6 8 z 1 3
1673,x 3 z + 6
1674,. \updownarrow \updownarrow \leftrightarrow 9
1675,x \uparrow 6 y 6
1676,9 9 \rightarrow 7 \leftarrow
1677,5 6 \updownarrow 9 \div
1678,8 \updownarrow - 3 .
1679,2 \times + 6 z
1680,0 0 \updownarrow \div 9
1681,\times x \div \times 2
1682,5 5 4 7 \leftrightarrow
1683,3 8 \uparrow \updownarrow +
1684,\leftarrow \div 1 . 1
1685,. 7 6 \uparrow 6
1686,+ \updownarrow . \downarrow \uparrow
1687,- 1 0 4 x
1688,. y 2 \times 7
1689,4 7 5 \rightarrow \times
1690,\leftrightarrow 4 5 9 5
1691,\leftrightarrow y + 8 4
1692,5 4 \updownarrow 0 6
1693,+ \rightarrow + \downarrow y
1694,0 9 \uparrow y \leftrightarrow
1695,\leftrightarrow 3 0 7 3
1696,\rightarrow + . \leftarrow \leftrightarrow
1697,5 0 8 0 z
1698,4 1 0 \uparrow \leftarrow
1699,8 1 8 z 6
1700,x 1 y 1 8
1701,9 \times 2 4 6
1702,6 4 4 1 4
1703,7 - \div \leftarrow 7
1704,8 6 \updownarrow \div 8
1705,3 2 \leftrightarrow 1 \downarrow
1706,y \times 3 \downarrow 3
1707,8 2 \rightarrow 5 4
1708,\downarrow 7 \downarrow \div +
1709,\leftarrow z 4 1 6
1710,1 \downarrow 5 9 -
1711,+ 9 0 4 1
1712,0 4 6 8 8
1713,\rightarrow - \rightarrow \downarrow \leftrightarrow
1714,\leftrightarrow 8 \uparrow z \updownarrow
1715,5 \rightarrow + \updownarrow \rightarrow
1716,. 4 3 2 5
1717,. 5 - - +
1718,x \leftarrow 0 9 x
1719,8 2 \times - 0
1720,1 0 \rightarrow \leftrightarrow .
1721,\div 4 \times 7 \rightarrow
1722,2 1 \downarrow 7 \times
1723,6 \updownarrow x 1 4
1724,9 1 z 5 6
1725,- 8 + \leftarrow 5
1726,+ y . 1 \times
1727,. \leftarrow \updownarrow \uparrow z
1728,\downarrow - x 1 6
1729,+ 1 z 9 .
1730,1 3 \times \leftrightarrow x
1731,- 2 5 0 -
1732,\leftrightarrow y \downarrow 7 \uparrow
1733,8 - y z \updownarrow
1734,5 \uparrow - 8 z
1735,9 5 \rightarrow \downarrow -
1736,5 \leftarrow 6 2 \rightarrow
1737,9 1 + 1 .
1738,\rightarrow y 6 8 7
1739,\leftrightarrow 6 - z y
1740,- \uparrow \leftarrow \downarrow \updownarrow
1741,4 y 0 7 -
1742,4 5 z \uparrow 8
1743,2 \div \updownarrow 4 5
1744,. x \uparrow 7 3
1745,\rightarrow \downarrow 9 4 -
1746,6 \downarrow 3 9 \times
1747,\leftarrow . x 9 4
1748,4 . y 6 5
1749,\uparrow - \uparrow \uparrow y
1750,\times \updownarrow y z 0
1751,\div \uparrow - - \leftrightarrow
1752,5 + \leftarrow 7 \times
1753,\rightarrow \times 6 2 9
1754,\leftrightarrow 9 y \uparrow \uparrow
1755,\leftrightarrow y \div z y
1756,3 4 7 y 3
1757,- 3 + y \updownarrow
1758,6 0 \downarrow \div \times
1759,8 \div 0 \leftarrow \leftrightarrow
1760,0 + \uparrow 1 \leftarrow
1761,- 8 . \uparrow 8
1762,7 1 \leftrightarrow 9 \div
1763,\downarrow \downarrow 4 3 6
1764,\leftarrow \leftrightarrow - \leftrightarrow \times
1765,\rightarrow . \downarrow 7 8
1766,0 \uparrow 0 \leftrightarrow x
1767,4 . \downarrow - \leftrightarrow
1768,\uparrow z 0 x \rightarrow
1769,- \leftrightarrow \leftarrow \leftrightarrow \rightarrow
1770,z 7 z z \times
1771,5 7 z \downarrow \updownarrow
1772,z 5 3 \updownarrow \updownarrow
1773,z 0 9 \rightarrow 9
1774,2 + \downarrow 4 1
1775,\updownarrow 6 \div 2 x
1776,4 \div 7 \uparrow \uparrow
1777,4 \updownarrow 3 + x
1778,y \leftrightarrow . 2 \rightarrow
1779,\rightarrow - \uparrow \rightarrow -
1780,z 0 8 8 x
1781,\leftrightarrow y \rightarrow 5 -
1782,6 2 \uparrow \times \downarrow
1783,\leftarrow \leftrightarrow \leftarrow \rightarrow 8
1784,\updownarrow \leftrightarrow 3 \uparrow 6
1785,5 \downarrow x 9 9
1786,y \leftrightarrow - 6 4
1787,\rightarrow 9 2 \leftarrow +
1788,\downarrow x \updownarrow \times 4
1789,\leftarrow 8 \rightarrow \times 6
1790,\rightarrow \leftarrow . \updownarrow \leftrightarrow
1791,3 \leftarrow + - 7
1792,\leftrightarrow \div x 4 5
1793,- \leftrightarrow y 4 1
1794,. z \downarrow z .
1795,\div 3 \div y .
1796,\downarrow \times 8 \times \downarrow
1797,6 + \uparrow 7 1
1798,\div 3 + z 4
1799,\times \times 8 z \downarrow
1800,y \rightarrow \uparrow . 0
1801,1 \leftarrow 9 6 y
1802,3 7 1 1 \leftrightarrow
1803,\downarrow \updownarrow 9 8 -
1804,- 8 6 6 9
1805,\leftarrow \leftarrow 8 \rightarrow 6
1806,0 \rightarrow y \times \div
1807,9 4 + 0 6
1808,\downarrow \rightarrow \leftarrow \uparrow 6
1809,- \rightarrow 7 \uparrow 4
1810,\leftrightarrow \div 6 4 .
1811,4 0 4 - \leftrightarrow
1812,\uparrow + 8 - 1
1813,z \downarrow + 9 8
1814,+ 5 3 0 \times
1815,\leftarrow y z y \times
1816,7 4 z \updownarrow 9
1817,\leftrightarrow 6 4 \leftrightarrow \downarrow
1818,\uparrow 7 9 5 4
1819,\updownarrow + - \times \div
1820,\uparrow 2 1 1 2
1821,\div y 0 0 8
1822,\rightarrow 4 \times 1 x
1823,\leftarrow y \times 8 6
1824,8 4 6 \leftarrow y
1825,1 4 \uparrow \leftarrow \updownarrow
1826,0 . 3 6 \updownarrow
1827,\uparrow y x \updownarrow y
1828,\times y 0 8 \updownarrow
1829,- \uparrow + \div 6
1830,3 8 \times \rightarrow -
1831,4 \div + \div 8
1832,\rightarrow \rightarrow 4 + .
1833,\rightarrow 5 8 \updownarrow \times
1834,y \div 2 1 1
1835,\uparrow \times - \leftarrow x
1836,3 \times x x 3
1837,z z 6 + \uparrow
1838,1 1 \rightarrow \times 9
1839,3 \updownarrow 2 \downarrow y
1840,\rightarrow 9 - \updownarrow -
1841,. x 8 - y
1842,9 \leftrightarrow 0 \updownarrow \div
1843,\downarrow 2 \updownarrow 8 \rightarrow
1844,\times z y \uparrow 7
1845,5 1 + 3 \div
1846,+ 5 5 \div 2
1847,+ 2 3 z 9
1848,. 9 \times y 9
1849,\leftarrow 1 x \times \downarrow
1850,\rightarrow 7 z 7 2
1851,5 \leftarrow + \leftarrow \downarrow
1852,. 4 \div 4 \div
1853,\updownarrow \updownarrow \downarrow 0 6
1854,5 1 \updownarrow x -
1855,4 2 8 + .
1856,2 . . x \div
1857,7 3 2 x 1
1858,0 y 4 7 3
1859,\updownarrow . 6 1 1
1860,8 z y \uparrow 8
1861,z 8 1 . 8
1862,9 0 \div y \downarrow
1863,\uparrow \uparrow 7 9 \div
1864,z 3 \leftarrow z 3
1865,. \updownarrow \leftarrow 5 7
1866,3 + x \rightarrow +
1867,- 9 8 y \updownarrow
1868,- y . 9 7
1869,z 4 \rightarrow - 4
1870,x 1 \leftarrow 6 z
1871,2 2 \rightarrow 9 \uparrow
1872,+ 8 \div \leftarrow \leftarrow
1873,7 \uparrow 1 \downarrow +
1874,3 \uparrow 4 \updownarrow 5
1875,\div 2 \leftarrow \times .
1876,9 6 4 x 3
1877,4 x 7 \times 4
1878,x 9 3 + 0
1879,\rightarrow \div x 9 \downarrow
1880,8 \leftrightarrow 8 y \leftrightarrow
1881,z + \div \updownarrow y
1882,\times 9 2 8 x
1883,2 x 2 - 6
1884,7 \div 2 \times 7
1885,\updownarrow \uparrow \times \rightarrow -
1886,6 + 6 + -
1887,3 \div \uparrow 1 x
1888,\leftrightarrow \rightarrow y x +
1889,4 - \rightarrow \times \leftarrow
1890,4 \updownarrow \leftrightarrow 7 \uparrow
1891,9 \uparrow 7 3 7
1892,4 \rightarrow \rightarrow 2 8
1893,2 3 1 1 \leftrightarrow
1894,3 \downarrow 1 y .
1895,5 \rightarrow \leftrightarrow 7 4
1896,8 \leftrightarrow z \uparrow \downarrow
1897,0 \leftarrow \leftrightarrow 2 .
1898,\times 4 \downarrow 3 \updownarrow
1899,3 3 . 6 \leftarrow
1900,7 \downarrow 2 \uparrow 7
1901,\downarrow 7 \uparrow 5 8
1902,\times \updownarrow 5 2 z
1903,2 . 9 \leftrightarrow 2
1904,\leftarrow . 0 2 \rightarrow
1905,4 x \div x z
1906,6 \leftrightarrow 4 8 \div
1907,y 0 8 9 \updownarrow
1908,z . y 9 0
1909,\rightarrow 7 \downarrow \div 8
1910,x \downarrow - 5 -
1911,4 3 y \leftarrow 4
1912,\leftrightarrow 7 + . \updownarrow
1913,5 \uparrow z z 0
1914,\rightarrow \leftrightarrow \leftrightarrow \times 3
1915,8 0 . \div \leftarrow
1916,z 9 6 \times 7
1917,z 9 + \div \div
1918,\div 5 - 1 3
1919,\uparrow + 5 \times \uparrow
1920,1 0 \rightarrow y 7
1921,8 \uparrow 5 \downarrow 9
1922,z \rightarrow 6 - z
1923,7 4 4 \updownarrow 2
1924,6 9 \uparrow \leftrightarrow 5
1925,3 . \times 5 \rightarrow
1926,8 \div 0 \rightarrow \div
1927,3 5 \leftarrow x 7
1928,\leftrightarrow 6 7 \downarrow 7
1929,3 z 4 z 1
1930,\rightarrow \div z - \leftrightarrow
1931,0 4 z \div \div
1932,- \leftrightarrow 8 \div 9
1933,y 0 8 \div \leftarrow
1934,2 . \updownarrow \downarrow -
1935,7 1 + y 4
1936,\updownarrow \leftrightarrow x 2 6
1937,z + \downarrow 7 -
1938,\leftarrow \leftarrow . 6 \updownarrow
1939,\updownarrow 0 \div x -
1940,\div \div x 7 \leftarrow
1941,\leftrightarrow \div \updownarrow \updownarrow \rightarrow
1942,\updownarrow \div . \uparrow -
1943,8 \rightarrow 2 5 4
1944,9 - 8 + \leftarrow
1945,5 5 6 \times \leftarrow
1946,\downarrow 2 2 \leftrightarrow +
1947,- \div \uparrow 4 2
1948,1 7 + 3 +
1949,\downarrow \updownarrow \updownarrow \rightarrow y
1950,1 \leftarrow \updownarrow 3 .
1951,3 2 4 + \updownarrow
1952,9 x \leftarrow 0 \div
1953,8 4 y 9 2
1954,3 \leftrightarrow \div \downarrow y
1955,. 1 - \updownarrow \leftrightarrow
1956,3 + \downarrow y \leftrightarrow
1957,\leftrightarrow 0 \rightarrow 3 4
1958,8 y z 0 8
1959,\leftrightarrow \times 3 2 \leftrightarrow
1960,\uparrow \times \times \rightarrow \uparrow
1961,\rightarrow 8 \rightarrow \times x
1962,z 7 \div \downarrow \rightarrow
1963,+ 5 2 9 \leftrightarrow
1964,\rightarrow 8 \rightarrow - \downarrow
1965,+ \div 6 . 1
1966,+ z y \uparrow 1
1967,\updownarrow z y 1 \downarrow
1968,\updownarrow \updownarrow 9 9 +
1969,+ 1 . \leftrightarrow \updownarrow
1970,\downarrow \updownarrow 3 \uparrow y
1971,1 9 . 5 \uparrow
1972,- 9 . y 8
1973,7 \uparrow \downarrow 1 \leftrightarrow
1974,x . \div z 2
1975,+ 3 \leftrightarrow 1 \rightarrow
1976,\rightarrow 8 0 \uparrow 0
1977,y \downarrow \leftrightarrow + 4
1978,+ z \times 1 4
1979,4 8 4 \leftrightarrow 8
1980,7 4 0 x \leftrightarrow
1981,y 5 7 \times 9
1982,\times \leftarrow 4 2 .
1983,\rightarrow 2 \updownarrow \rightarrow 9
1984,9 \div \leftarrow 6 8
1985,9 \updownarrow 8 z \uparrow
1986,\times \rightarrow 8 x \updownarrow
1987,x 1 \div 7 9
1988,\downarrow 9 8 \div 4
1989,\downarrow . \updownarrow \leftarrow \times
1990,\div \times \updownarrow 9 \uparrow
1991,z \times x 7 y
1992,. \div 3 2 9
1993,4 0 8 \div \times
1994,1 0 \div 9 \leftarrow
1995,2 0 \rightarrow \div x
1996,\rightarrow z 7 9 \downarrow
1997,\updownarrow 8 \div \updownarrow \uparrow
1998,\div 0 6 + \times
1999,2 6 + \uparrow 0
2000,+ 7 \div \div \leftarrow
2001,\div \leftarrow . 7 5
2002,\leftarrow 8 \updownarrow + -
2003,6 \updownarrow 1 x 5
2004,y z \uparrow 7 \uparrow
2005,\leftarrow 6 7 \uparrow 9
2006,1 3 3 4 \downarrow
2007,\leftarrow 8 \leftrightarrow 5 3
2008,\div 7 4 z \downarrow
2009,\times \downarrow 0 3 3
2010,3 0 \rightarrow 7 6
